tkszs_date,tkszs_zh,tkszs_jkk,tkszs_gck,tkszs_qdg
2015/11/6,59.7,50.9,72.3,50.7
2015/11/9,59.3,50.3,72.2,50
2015/11/10,59.3,50.3,72.2,50
2015/11/11,59.3,50.3,72.2,50
2015/11/12,59.3,50.3,72.2,50
2015/11/13,59.3,50.3,72.2,50
2015/11/16,59.3,50.3,72.2,50
2015/11/17,59.3,50.3,72.2,50
2015/11/18,58.1,49.7,69.9,49.3
2015/11/19,57.4,49.2,69,48.6
2015/11/20,56.6,48.5,68.1,48
2015/11/23,56.2,48.5,66.8,48
2015/11/24,55.7,48.2,65.9,48
2015/11/25,54.9,47.7,64.9,47.3
2015/11/26,54.5,47.1,64.9,47.3
2015/11/27,54.5,47.1,64.8,47.3
2015/11/30,54.1,46.5,64.8,45.9
2015/12/1,53.5,45.8,64.4,45.3
2015/12/2,52.7,45.1,63.3,44.6
2015/12/3,51.9,44.4,62.6,43.9
2015/12/4,51.3,43.8,62.1,43.2
2015/12/7,50.9,43.4,61.6,42.6
2015/12/8,50.9,43.4,61.5,42.6
2015/12/9,49.9,42.8,60,41.9
2015/12/10,49.8,42.7,59.9,41.9
2015/12/11,49.6,42.4,59.9,41.9
2015/12/14,49.4,42.1,59.8,41.2
2015/12/15,49.2,41.8,59.8,41.2
2015/12/16,49.4,42.2,59.8,41.9
2015/12/17,49.4,42.1,59.8,41.9
2015/12/18,49.4,42.1,59.8,41.9
2015/12/21,50,43,59.8,43.2
2015/12/22,50.3,43.5,59.6,43.2
2015/12/23,50.2,44.1,58.3,43.1
2015/12/24,50,44.2,57.4,43.2
2015/12/25,50.2,44.6,57.4,43.9
2015/12/28,50.2,44.5,57.4,43.9
2015/12/29,50.2,44.4,57.4,43.9
2015/12/30,50.8,45.4,57.4,45.3
2015/12/31,51,45.6,57.4,45.3
2016/1/4,51.8,46.9,57.4,46.6
2016/1/5,52.2,47.5,57.4,46.6
2016/1/6,52.2,47.5,57.4,46.6
2016/1/7,52.3,47.4,57.8,46.6
2016/1/8,52.2,47.2,57.8,46.6
2016/1/11,51.9,46.8,57.8,45.9
2016/1/12,51.8,46.6,57.8,45.9
2016/1/13,51.7,46.4,57.8,45.9
2016/1/14,51,45.4,57.8,44.6
2016/1/15,50.7,45.1,57.8,44.6
2016/1/18,51.2,45.7,57.8,45.3
2016/1/19,51.4,46.1,57.8,45.3
2016/1/20,51.4,46,57.8,45.9
2016/1/21,51.4,46,57.8,45.9
2016/1/22,51.2,45.8,57.8,45.9
2016/1/25,51.2,45.7,57.8,44.6
2016/1/26,51.2,45.7,57.8,44.6
2016/1/27,51.2,45.7,57.8,44.6
2016/1/28,51.2,45.7,57.8,44.6
2016/1/29,51.3,45.8,57.8,45.3
2016/2/1,51.3,45.8,57.8,45.3
2016/2/2,51.3,45.9,57.8,45.3
2016/2/3,51.3,45.9,57.8,45.3
2016/2/4,51.3,45.9,57.8,45.3
2016/2/5,51.9,46.8,57.8,45.3
2016/2/6,51.9,46.8,57.8,45.3
2016/2/14,51.9,46.8,57.8,45.3
2016/2/15,51.9,46.8,57.8,45.3
2016/2/16,52.4,47.6,57.8,45.9
2016/2/17,53,48.4,57.8,46.6
2016/2/18,53.8,48.6,59.7,47.3
2016/2/19,53.9,48.6,60,47.3
2016/2/22,54.6,49.6,60,48.6
2016/2/23,56.1,51.9,60,50.7
2016/2/24,56.1,51.9,60,50.7
2016/2/25,55.8,51.4,60,50.7
2016/2/26,55.7,51.2,60,49.3
2016/2/29,55.4,50.8,60.1,48.6
2016/3/1,55.2,50.5,60.1,48
2016/3/2,55.9,51.5,60.2,50
2016/3/3,56.4,52.2,60.2,51.4
2016/3/4,57.6,52.9,62.3,52
2016/3/7,60.3,55,66,54.1
2016/3/8,68.1,65.9,67,65.5
2016/3/9,68.6,66.6,67,66.9
2016/3/10,66.8,63.9,67.1,64.2
2016/3/11,65.1,61.4,67.1,61.5
2016/3/14,64.6,60.1,68.2,60.1
2016/3/15,65.2,60.3,69.5,60.1
2016/3/16,62.6,56.6,69.5,57.4
2016/3/17,62.6,56,70.5,57.4
2016/3/18,64,57.7,71.4,58.8
2016/3/21,64.9,59,71.5,58.8
2016/3/22,65.5,59.8,71.5,58.8
2016/3/23,65.5,59.8,71.5,58.8
2016/3/24,65.3,59.4,71.5,58.8
2016/3/25,64.9,58.9,71.5,57.4
2016/3/28,64.1,57.7,71.5,57.4
2016/3/29,64,57.6,71.5,58.1
2016/3/30,63.2,56.3,71.5,56.8
2016/3/31,63.2,56.3,71.5,56.8
2016/4/1,63.1,56.3,71.5,56.1
2016/4/5,63.1,56.3,71.5,56.1
2016/4/6,63.2,56.4,71.5,56.1
2016/4/7,63,56.2,71.5,56.1
2016/4/8,63.2,56.5,71.5,56.1
2016/4/11,63.6,57,71.5,57.4
2016/4/12,64.5,58.2,71.5,57.4
2016/4/13,65.7,59.4,72.9,58.8
2016/4/14,67.4,61.7,73.1,61.5
2016/4/15,67.4,61.7,73.1,61.5
2016/4/18,67,61.2,73.2,60.8
2016/4/19,68.2,62.3,74.4,62.2
2016/4/20,69.2,63.5,74.9,63.5
2016/4/21,71.7,66.9,75.4,68.9
2016/4/22,73.9,70,75.7,70.3
2016/4/25,74.7,70,78.1,70.3
2016/4/26,73.7,68.4,78.1,68.9
2016/4/27,72.5,66.7,78.1,67.6
2016/4/28,70.6,64,77.8,63.5
2016/4/29,71.8,65.9,77.7,66.2
