,PB_price,tegang_zonghe_zhishu,haiyun_BDI,meiyuan_zhishu,psjgzs,pugang_zhishu,tkszs,WTI,CRU,fgzs,tkszs_l1,tkszs_l5,tkszs_l10,tkszs_l20,tkszs_l30,tkszs_l40,tkszs_l50,tkszs_l60,PB_price_f1,PB_price_f10,PB_price_f20,PB_price_f30,PB_price_f40,PB_price_f50,PB_price_f60,tegang_zonghe_zhishu_f1,tegang_zonghe_zhishu_f10,tegang_zonghe_zhishu_f20,tegang_zonghe_zhishu_f30,tegang_zonghe_zhishu_f40,tegang_zonghe_zhishu_f50,tegang_zonghe_zhishu_f60,haiyun_BDI_f1,haiyun_BDI_f10,haiyun_BDI_f20,haiyun_BDI_f30,haiyun_BDI_f40,haiyun_BDI_f50,haiyun_BDI_f60,meiyuan_zhishu_f1,meiyuan_zhishu_f10,meiyuan_zhishu_f20,meiyuan_zhishu_f30,meiyuan_zhishu_f40,meiyuan_zhishu_f50,meiyuan_zhishu_f60,psjgzs_f1,psjgzs_f10,psjgzs_f20,psjgzs_f30,psjgzs_f40,psjgzs_f50,psjgzs_f60,pugang_zhishu_f1,pugang_zhishu_f10,pugang_zhishu_f20,pugang_zhishu_f30,pugang_zhishu_f40,pugang_zhishu_f50,pugang_zhishu_f60,tkszs_f1,tkszs_f10,tkszs_f20,tkszs_f30,tkszs_f40,tkszs_f50,tkszs_f60,WTI_f1,WTI_f10,WTI_f20,WTI_f30,WTI_f40,WTI_f50,WTI_f60,CRU_f1,CRU_f10,CRU_f20,CRU_f30,CRU_f40,CRU_f50,CRU_f60,fgzs_f1,fgzs_f10,fgzs_f20,fgzs_f30,fgzs_f40,fgzs_f50,fgzs_f60
tkszs_l1,0.9819046021824422,0.889826939159776,0.8362278731472937,-0.9102991691728398,0.9968473901588509,0.9290668670790027,0.9997452835466949,0.8868762252423381,0.871376844541663,0.9292474621884164,1.0,0.9984937386495971,0.9959025725479884,0.9894857559314474,0.9827289864886549,0.976535836711301,0.9702244587686476,0.9626594223454008,0.9815250256819467,0.9756320053872473,0.9674269889220609,0.9598339609769468,0.9520760500827186,0.9447068981754949,0.9368800862834851,0.8889429264880404,0.8817244294152369,0.8743620517769146,0.8682970072996373,0.861941974867771,0.855629737473198,0.8481064535327063,0.8360167103720224,0.8300390627620382,0.8221980376609908,0.8092531071266164,0.7911535667521536,0.770774444963705,0.7484969499768759,-0.9094683886631143,-0.9006328341914727,-0.8922729465192526,-0.8822120185346548,-0.8686113182276906,-0.8529786171172916,-0.8368803179384618,0.9971722936411017,0.9944646833390742,0.9890437236772516,0.9831128743104252,0.9770869875524939,0.9713428960453002,0.9645401958216525,0.9286177476908011,0.9232805115188081,0.9176969455324686,0.9127614499290666,0.9073991093594976,0.9024487148054691,0.8963598473873822,0.999343209556875,0.9950200347655431,0.9889928107593287,0.9840226503420758,0.9794452707886215,0.9752689418197529,0.9706278910061767,0.8865006995976089,0.8816403056630318,0.8745358779092982,0.8678516513800029,0.8630801175061433,0.8581525167741945,0.8529590764971738,0.8706152738281775,0.8625857929628897,0.85315056155654,0.8454773058168317,0.837381787800097,0.828373092475693,0.8178919270631522,0.9286375419028751,0.9235376879346782,0.9172096972612944,0.9105717540559531,0.9044336585317132,0.8981599995358897,0.8904728151883544
tkszs_l5,0.9797624424518592,0.8863135417825061,0.8362849590019105,-0.9081804210479065,0.9969111796783222,0.9265101989051645,0.9980484907170113,0.884283481427685,0.8682612150656214,0.9263808720523714,0.9984937386495971,1.0,0.9980103493306997,0.9922134606260764,0.9847081479979876,0.9783686438867991,0.9726904201568749,0.9652628257349475,0.9791291940357436,0.97251731401304,0.964103161396844,0.9570859340624828,0.9492698134957249,0.9417166851622106,0.9341594898429596,0.8854828729951763,0.8785310520321518,0.8712260179071221,0.8651559658088002,0.8588352944233296,0.8521579573466291,0.8445445509182217,0.8362496427740638,0.8310007305913002,0.8228506935588896,0.8085877058153178,0.7882469750168262,0.7665912627267906,0.7413040270025449,-0.9072103199898164,-0.8983848626650788,-0.889701744699207,-0.8783635198058014,-0.8639017929588905,-0.8482684967600475,-0.8327490884509039,0.9965859748026945,0.9926247787300151,0.9861710281211359,0.9808171097475051,0.9746377979483049,0.9686078432307272,0.9620610779963179,0.9258860530251715,0.9208399113340182,0.9152032567215149,0.9103100620396338,0.9048619279224388,0.8996578683799152,0.8933089259921572,0.9975649027847246,0.9926263253009056,0.9866097502651167,0.9820428351877238,0.9775728217738588,0.9731634056625004,0.9687303846184623,0.8837966345021391,0.8784890244388643,0.8709471991768852,0.8650195422234299,0.8600603739939403,0.8549406316215993,0.850201604406441,0.8673616130234455,0.858843699962392,0.8494288448615122,0.8416338684687235,0.8332837233956579,0.8239845654950972,0.8131660614847372,0.9257960937934983,0.9205085519967734,0.9141100287117876,0.9075432842368555,0.9015274685196913,0.8951678143292984,0.8872834437911084
tkszs_l10,0.9760807821726537,0.8822289735475863,0.8374502869109391,-0.9051587979537304,0.9947606487182811,0.9230517335716233,0.995389403491322,0.8807617074575532,0.8639624489881754,0.9228793762605964,0.9959025725479884,0.9980103493306997,1.0,0.9951898004382914,0.9876745906202735,0.9806029764565519,0.9749954341099198,0.9685851500191436,0.9753568003999833,0.9679548476453914,0.9603392406712717,0.9536385265060788,0.945876433289798,0.9383719407631033,0.9312483364055083,0.8814788162080235,0.8745351393666864,0.867464620624365,0.8614073979600985,0.8549044374584206,0.848021042622744,0.8401975475233145,0.8375827417940586,0.8322688589169467,0.8233846466105432,0.8062339675829289,0.7838608223783553,0.7604433478614213,0.7314083432289201,-0.9042215732622833,-0.8957032954597909,-0.8857522968432173,-0.8730714598381243,-0.8580777228268732,-0.8427919972515825,-0.8283842774576621,0.9943291520183607,0.9894790075266783,0.9832031746496831,0.9778858782571134,0.971770225962664,0.9651655689654195,0.9591548017228873,0.9225446078374284,0.9173654891670361,0.9123026530786509,0.9071928992680749,0.9017711940141175,0.8962781814651622,0.8892734567761171,0.994854365504367,0.9891907095314215,0.9839829570770585,0.9796619461334403,0.9752282426058131,0.9708301700791985,0.9665945153482413,0.8802578480022323,0.8742481541851078,0.8667026892533072,0.8617202221087715,0.8563889025538737,0.8512634147044684,0.8470691481952641,0.8630012372659579,0.8541417980151028,0.8449046660222739,0.8368037579146195,0.82824183931359,0.8186330671883892,0.8074508071931127,0.9222638581196477,0.9166183192572231,0.9103362792489835,0.9039694293017079,0.8980117488100666,0.8914462868208368,0.8833634377912466
tkszs_l20,0.9674519676243782,0.873923121946876,0.8397173102105113,-0.8994567797748744,0.9891729745503346,0.9164317620135806,0.9888277159635873,0.8722529246558511,0.8542737076182126,0.9148437620169088,0.9894857559314474,0.9922134606260764,0.9951898004382914,1.0,0.9944898034707571,0.986355375687764,0.9796645818487096,0.9741773563864524,0.966580279158324,0.9597599421309291,0.9531842601748295,0.9464298493309443,0.9384283641036156,0.9317109972671015,0.926006926833808,0.8731522922178213,0.8665133082853365,0.8593101430762052,0.8531134713712786,0.8459030620583021,0.8386931198727527,0.8310239329388767,0.8397734261041948,0.8333908207585512,0.8199891807963344,0.7979330024906673,0.7720527289133875,0.7412720562144073,0.7109612272480699,-0.8985023907608828,-0.8883389455359506,-0.875335561503492,-0.8610683034014325,-0.8464492671557051,-0.8329720532993473,-0.8191794718504728,0.9884616932106294,0.9826473106732849,0.9771959231188123,0.9717246838132481,0.9646456237368448,0.9587900027659761,0.9538690651555158,0.9158410635934476,0.9111477238351221,0.9058452475690578,0.9005725373283768,0.894470455812303,0.8880153001933515,0.8801343836893216,0.9881741313176048,0.9833825399100056,0.9788597524535222,0.9747303039147066,0.9699206900293628,0.9659917057031946,0.9625547448125954,0.8715702294063677,0.8651034799520356,0.8594061856997255,0.8538462502156796,0.8482444251756865,0.8441403096127758,0.839889967740707,0.8532836862269971,0.8446213616870556,0.8347972797449855,0.8261014391014472,0.8168418446723661,0.8064526832038791,0.7949965046597384,0.9141805166709472,0.9085781104328935,0.9025237103278538,0.8963854780900199,0.8900664902132798,0.8830512149091299,0.8744685466128318
tkszs_l30,0.9586935617329092,0.8637148794182965,0.8386035935423228,-0.8910869755601563,0.9815391781296025,0.9096903323213725,0.9822611156288686,0.8608705188283156,0.8426912079591607,0.9043153684072197,0.9827289864886549,0.9847081479979876,0.9876745906202735,0.9944898034707571,1.0,0.9941110472049886,0.9854687006105105,0.9783133801443313,0.9580615806459366,0.9521903643284602,0.944306341601426,0.9370089847340103,0.9293386200848607,0.9239313277165455,0.9178005425950034,0.862942469846522,0.8559832762797824,0.8475543511938546,0.8403875825431295,0.8326066408078882,0.8254041040019433,0.8174190624942744,0.8384376585071819,0.8275718278433544,0.8088051849170083,0.7829383385499273,0.7493231448916011,0.7171906038875169,0.6915687805008657,-0.8898068739490039,-0.8763776713964745,-0.8611655190211315,-0.8474858776851361,-0.8349822069831697,-0.82110335355642,-0.8057091169584003,0.9809880252243823,0.9758184185400011,0.9696499458077158,0.9629129497019427,0.9560867571058748,0.9511868387384611,0.9465827713046002,0.9091790372818118,0.9042226534628844,0.8969536019126559,0.8905072307856692,0.8830287955956184,0.8755775524786478,0.8667380619689476,0.9817903648367247,0.9777202294827858,0.9723154881076506,0.9675296623889272,0.9628281074349876,0.9595363904138556,0.9556610944994457,0.8603711390725287,0.8553372703820706,0.8484614907794398,0.8422741083496637,0.8373385945270282,0.8332082554769157,0.828725662911494,0.8416649557776461,0.8320008279705163,0.8203045387915149,0.810395291301182,0.8000072674460327,0.7891146648927768,0.7768046892808034,0.9036287413891806,0.8981703909958023,0.8919558982862158,0.8851127323820125,0.8780762638979913,0.8704503439903342,0.8619130820724101
tkszs_l40,0.9508248244809545,0.8524352565092005,0.832512149117582,-0.8791043836325788,0.9742471379961885,0.9024511383562589,0.9760684163015688,0.8503168916762979,0.8293597210597936,0.8929832676327366,0.976535836711301,0.9783686438867991,0.9806029764565519,0.986355375687764,0.9941110472049886,1.0,0.9935467060378513,0.9839918330666596,0.9500989389281126,0.9431544695764351,0.9341649160702281,0.9272968947132247,0.9209207916988794,0.9150224069532574,0.9078118045924887,0.8516195127430615,0.8432954993773134,0.8337138272922643,0.8259668622165616,0.8181658970582437,0.8106649879141827,0.8024213601565656,0.8317569185430199,0.8160896741601614,0.7934905392938492,0.7597646047270752,0.7246341629928064,0.6971454258597053,0.6804399755992125,-0.8775628330005473,-0.8617792691421744,-0.8470055806494754,-0.8356993469670947,-0.8227101467569307,-0.8069447239829206,-0.7898902998920636,0.9736113749279742,0.9679739824950401,0.9600477537791465,0.9536931737266918,0.9478481444949257,0.9431794783604176,0.9381986508653052,0.9018322970875615,0.8951349970625027,0.8859712794211232,0.8780949764723246,0.8695896152927436,0.8611953558050952,0.8523905544603442,0.9756211581394265,0.9707543771197629,0.9643558989088932,0.9597149988093716,0.9556666482286762,0.9519445658964809,0.947263991160203,0.8498091599132012,0.8434897736653769,0.8357803086565089,0.8302555890929031,0.8252085468850482,0.8209015998518114,0.8168870401616904,0.8281472572128618,0.8165123861626771,0.8033518337835032,0.7922766063597629,0.7814076435755156,0.7696949580724911,0.7583831371020586,0.8923299168045241,0.8866509166207883,0.8797547695690546,0.8720644885346494,0.8644622311433906,0.8569535307404017,0.8484538100404545
tkszs_l50,0.9421804379784937,0.8415480406657242,0.8235834441222927,-0.8657143050900248,0.9668982806745496,0.8938377560443594,0.9695462794247058,0.8401528278391305,0.8155488559136451,0.8834156148897095,0.9702244587686476,0.9726904201568749,0.9749954341099198,0.9796645818487096,0.9854687006105105,0.9935467060378513,1.0,0.993075249443378,0.9412378410416459,0.9333644500189519,0.9258144991185498,0.9207268373023426,0.9142554982684987,0.907433688088505,0.898721495315393,0.8405264540556499,0.831399148703701,0.8221810883594707,0.814716960944071,0.806844391701736,0.7992914860593597,0.791424916383594,0.822384811632045,0.8035042856575998,0.773495856734642,0.7384688699996417,0.7081851334220078,0.6896132570118758,0.6755713832140608,-0.8640152141458978,-0.8491072348069069,-0.8372321358340382,-0.8253234922527958,-0.8101971113326597,-0.7936671835400814,-0.7779010247877347,0.9661407289299192,0.9588843203671813,0.9517551529804693,0.9469243876372206,0.9417647209678671,0.9368995495533732,0.9312802458695892,0.8928992837805164,0.8845814700421227,0.8753564007097681,0.8669650535564767,0.8578575510308987,0.8496797279979899,0.8414051419052493,0.9688726688160834,0.9631671342043943,0.9577600903637756,0.9541996155147995,0.9500504630008939,0.9457539275761997,0.9396515072129117,0.839513737228456,0.8327924130473406,0.8262403751200182,0.820959269589807,0.8160600554472347,0.8122131128402451,0.808858008254427,0.81415421032768,0.8015819965632554,0.7883815931023451,0.7773953780958012,0.766131944989128,0.7557328415455002,0.7447580251968181,0.8827285731128467,0.876532310507412,0.8692289189853633,0.8613006406703277,0.8541461372456193,0.8468731911870946,0.8379337529418289
tkszs_l60,0.9323465988672816,0.8308646650465061,0.812539802207913,-0.8536022789556392,0.9578663840006543,0.8833864800565322,0.9620293360499582,0.8304871016754226,0.8017217192105581,0.8746477951681095,0.9626594223454008,0.9652628257349475,0.9685851500191436,0.9741773563864524,0.9783133801443313,0.9839918330666596,0.993075249443378,1.0,0.9314915995162374,0.9248961200155517,0.9201279145184353,0.9153179485445714,0.9081680368549943,0.9000014234359769,0.8903993999979614,0.8298556797356607,0.821268428761042,0.8130409394037723,0.8057573341798231,0.7979950277495911,0.7909785068169299,0.7834631280388195,0.8108352542014751,0.785358718918923,0.7543809541665747,0.724542492496559,0.7033717569892346,0.6873844945173586,0.6696127835963971,-0.852232465950718,-0.8403500596179433,-0.8282185253431511,-0.813898963353769,-0.7979969633051809,-0.7835608549790721,-0.7699097807037644,0.9570224957971927,0.9505351325064566,0.9456090739657594,0.9417904850632142,0.9367264141496654,0.9313980248346961,0.9251167105819156,0.8824314040334127,0.8739070845263857,0.865476746489787,0.8568888998957772,0.8482291619673527,0.8407063344161213,0.8326893477344482,0.9613991455441024,0.9565395564323929,0.9529775607789837,0.9496779799325479,0.9451545334082291,0.9395808841237443,0.9323954874101041,0.8298935411015506,0.8246035565574087,0.8187751794543601,0.8139150546027598,0.8097690048198534,0.8064437107604246,0.8013885966685423,0.8003071143798882,0.7881280047826359,0.77586769300308,0.7649214056084211,0.7552885768045334,0.7454619627868265,0.7341340061138186,0.8738806292154501,0.8674372444253169,0.8602275032005806,0.8530945171036528,0.846353426078683,0.8388167587146208,0.8298531713592401
PB_price_f1,0.9997499381258687,0.9159234875965439,0.8077783289337686,-0.8920996949300091,0.9786846002292408,0.9434871835698828,0.9819181183769526,0.8567790281805923,0.9061854594761549,0.949583487696714,0.9815250256819467,0.9791291940357436,0.9753568003999833,0.966580279158324,0.9580615806459366,0.9500989389281126,0.9412378410416459,0.9314915995162374,1.0,0.9946372036821343,0.9851586293047191,0.9755185266847615,0.966456825390904,0.9579576749662544,0.9493859613434411,0.915137761395601,0.9078359679594706,0.9000913733062459,0.8942754597596373,0.8886120481188526,0.8833797534243077,0.8771339849375721,0.8082216314279828,0.8088315296695784,0.8098789991990916,0.8083670456696584,0.8017721746842845,0.7917846785856909,0.7770889918226547,-0.8919379856986221,-0.8886397597733797,-0.8853106461604651,-0.8803928680369878,-0.8716873858491208,-0.8611187893120198,-0.8508804384509254,0.9795061717914234,0.979517914054527,0.9749575303518087,0.9688525426320095,0.9631454637400806,0.9585456561446969,0.953903672788618,0.9434469681597275,0.9400177109797621,0.9358581769062486,0.9323791630934583,0.9287215866831013,0.9255904641330418,0.9216948046548509,0.9820735798081354,0.9791740044895073,0.9737332557516357,0.9689640793752775,0.9652903661118524,0.9625399387623595,0.96002121418134,0.8565600214476831,0.8535134823076528,0.8494603402523034,0.845896264871828,0.8451939070128782,0.8455882080739363,0.8471024391343922,0.9054195283810531,0.8970829286977531,0.886743713671811,0.8782465618070153,0.8694879095159848,0.8600575995094669,0.8495074836138891,0.9491844518582199,0.9452733986592939,0.9395458084066077,0.93349692545273,0.9280782640100865,0.9230456578576183,0.9170266174652532
PB_price_f10,0.9938125890126409,0.9223513981620078,0.8062618043735337,-0.8917285469988605,0.9715417591238277,0.9423204324370117,0.9763675426674412,0.8619023202417604,0.9113664092818663,0.9534665699303504,0.9756320053872473,0.97251731401304,0.9679548476453914,0.9597599421309291,0.9521903643284602,0.9431544695764351,0.9333644500189519,0.9248961200155517,0.9946372036821343,1.0,0.9939760609014272,0.9849970758714103,0.9753845428340361,0.9670410006092848,0.9584791690258054,0.9218373677459796,0.9165793252507578,0.9088619556402171,0.9029899909206783,0.897327244317676,0.8921741442773995,0.8866674027440626,0.8062887158139886,0.8043929671842531,0.8036465197386251,0.8018865602912715,0.7999069627434174,0.7947863350616691,0.7856022772058423,-0.8918932500689025,-0.8906701219892114,-0.8879750033739029,-0.8850146171894447,-0.8788757585428654,-0.8694103692164407,-0.8587688499375764,0.9724148084286569,0.9798215752588482,0.9796487414566675,0.9751955700885169,0.9693982051272722,0.9643896076417326,0.9600185009701819,0.9425396769906258,0.9443218887506333,0.9406265109312693,0.9375179045573033,0.9344373028808594,0.9314925944385853,0.9281273164477682,0.9771156005140191,0.9822285577377995,0.9791295872099844,0.9742749367129439,0.9700650333163428,0.9669926447662688,0.9643242516666255,0.8616338835084715,0.8592961981065843,0.8558457506913203,0.8525865477448757,0.8496520451787118,0.8497018156291248,0.8500299072123821,0.9109860858249575,0.9062686454982811,0.8975493862264634,0.889652182947108,0.8819023718760802,0.873273505557665,0.8635085633270437,0.9533388308809533,0.9514394889125782,0.9470930966144149,0.9416298981723126,0.9361881697950865,0.930955453531702,0.9253695790593408
PB_price_f20,0.9840817059459848,0.9289449910811295,0.8076782898551523,-0.8892739053149856,0.9627642352688877,0.9405540063661647,0.9683014991093424,0.8684019223414139,0.9153764247864878,0.9564967668665367,0.9674269889220609,0.964103161396844,0.9603392406712717,0.9531842601748295,0.944306341601426,0.9341649160702281,0.9258144991185498,0.9201279145184353,0.9851586293047191,0.9939760609014272,1.0,0.9950732991169451,0.986322929327588,0.9775166372719937,0.9692650249447041,0.9285298866983934,0.9243751229829171,0.9190056670381201,0.913448472404239,0.9078743264547839,0.9027641923980457,0.8975119427369379,0.8078331822863983,0.8034912630202774,0.7997496636128503,0.7962184499901057,0.7943001770832376,0.7944433270169342,0.7905470027910798,-0.8894104644930508,-0.8908724635959778,-0.890829865247388,-0.8886892645543985,-0.8848254042786089,-0.8780652428144476,-0.8689026116488073,0.963642624089126,0.9720230623585271,0.9801281570048378,0.9806090155726873,0.9766841833154443,0.9716399342526718,0.9669198161709416,0.9409324095290607,0.9434592390582208,0.9453271839941403,0.943287488431604,0.940784693560396,0.9385077365943953,0.9354593017710869,0.9692031640085514,0.9765758087691735,0.9824309278222485,0.9802930772786307,0.976208915580008,0.9726107422199177,0.9697664447967669,0.8680472236470314,0.8652152644081513,0.8626856934845895,0.8603256125301335,0.8575515750992658,0.8554486473576846,0.8552106052552042,0.9151837890076517,0.9127816185137405,0.9084713058734954,0.9025675544843416,0.8957043599990189,0.8883809184339214,0.8796601672273302,0.9565269246252602,0.9563461218374915,0.9544417768425423,0.9506553618169241,0.9460110386094297,0.9408000442788121,0.9351670489843614
PB_price_f30,0.9745186805330525,0.9331715337140724,0.8035130985510054,-0.8881164480355751,0.95585630420657,0.9391398582552338,0.9605579541422453,0.8744696178997531,0.9169772771861031,0.9561930443728363,0.9598339609769468,0.9570859340624828,0.9536385265060788,0.9464298493309443,0.9370089847340103,0.9272968947132247,0.9207268373023426,0.9153179485445714,0.9755185266847615,0.9849970758714103,0.9950732991169451,1.0,0.9948510006536767,0.9863390882501261,0.977394115718034,0.9327521956199333,0.9291124066947238,0.9246533569606912,0.9199502974747921,0.9143169122318595,0.9089970002573946,0.9036024961930825,0.8040555036174897,0.80287009581354,0.7964333832194816,0.7895416179569771,0.7853394346430662,0.7850674070437101,0.7865516709624074,-0.8880675135219481,-0.8883903275416871,-0.8900620105773658,-0.8897209139745187,-0.8872614180838363,-0.8829923762448351,-0.874968354483589,0.9565712463345644,0.9633560542016741,0.9727210483092447,0.9800778273320364,0.9808016238759816,0.9769969718452051,0.9719788244371254,0.9393922947716438,0.9420968993401817,0.9452715693093816,0.9458399759751568,0.9437937885664668,0.9416380449043568,0.9391651559676572,0.9613034047485789,0.968585622860456,0.9772946774981781,0.9823516036030389,0.9805178518731554,0.9766429181335406,0.9730900618840945,0.8739437803143104,0.869656047079564,0.8661380525236304,0.8637173840865173,0.8613937865824852,0.8588494688829275,0.8567504885175247,0.9167875085522779,0.915207292956414,0.9126353111834754,0.9093878363997813,0.9038425961247442,0.8969767626782448,0.8892774138182508,0.9562750164222209,0.9570679884264149,0.9569554296671742,0.9550967728996079,0.9515358202829968,0.9469236823187064,0.9411316152470139
PB_price_f40,0.9654494979637827,0.937408742783513,0.7944083558504977,-0.8892633226899487,0.9492720802272099,0.9388210994334383,0.9528257149725852,0.8805122467613152,0.9191573008129691,0.9555947740759638,0.9520760500827186,0.9492698134957249,0.945876433289798,0.9384283641036156,0.9293386200848607,0.9209207916988794,0.9142554982684987,0.9081680368549943,0.966456825390904,0.9753845428340361,0.986322929327588,0.9948510006536767,1.0,0.9949511208436479,0.9864287299409839,0.9370258887314966,0.9332725631259747,0.9292170967683626,0.9251529522569047,0.9205212190552087,0.9150849099350047,0.9096356884844706,0.795525364431495,0.799589180721665,0.7971599608781053,0.7878931989508544,0.7803586190533748,0.7774294093341041,0.7782360493430022,-0.8891364520576415,-0.8882747872893695,-0.8882114383992995,-0.8894253949768899,-0.8890042736451974,-0.886341637393869,-0.880801154602301,0.9498893910446066,0.9557233566625731,0.9634257716602451,0.9719218393399713,0.9799833553090448,0.9807467484500729,0.9770652382313436,0.9390823190171597,0.9407800343207374,0.9441026013505812,0.9453780571222533,0.9460449235389794,0.9442333619741993,0.9420541500533616,0.9535790361816636,0.959965133380778,0.9687597144900998,0.9762792879200225,0.9820769362206625,0.9803609137156707,0.9767392322945739,0.8799275820833621,0.8749119372259363,0.8698854328320131,0.8663322539958661,0.8639523426131025,0.8618497700479469,0.8592447368311155,0.918945254630862,0.9169965786317965,0.9150866501943911,0.9131866352395257,0.9103741853938176,0.9049741071456738,0.8979156697845068,0.9556326788571182,0.9562158917832396,0.9571649903676623,0.9572977530904028,0.955721907862433,0.9522743317285782,0.9474122447943005
PB_price_f50,0.9569282620707068,0.9410367620893728,0.7789192058419603,-0.8913569819218665,0.9433911734944322,0.9393131328163851,0.9454779001577729,0.8858632962492735,0.9215687542344069,0.9555302563143352,0.9447068981754949,0.9417166851622106,0.9383719407631033,0.9317109972671015,0.9239313277165455,0.9150224069532574,0.907433688088505,0.9000014234359769,0.9579576749662544,0.9670410006092848,0.9775166372719937,0.9863390882501261,0.9949511208436479,1.0,0.994907939596628,0.9407131214506045,0.9374554664875407,0.9332528808057037,0.9290941399370342,0.925008153971024,0.9204758802895056,0.9148554719274532,0.7806388856722184,0.7901283913547341,0.7935796518841477,0.7882054209010727,0.7781530148172978,0.7716586868057114,0.7697553501331014,-0.8912047657477875,-0.8898414325985419,-0.8883015008294645,-0.8874952142376812,-0.8887548524229318,-0.8883083502080587,-0.8839327782496388,0.944052889123103,0.9496383641164512,0.9562864501001158,0.9629208373432218,0.9719796881736797,0.979835535433217,0.9806604715666141,0.9395562895347849,0.9410994256547104,0.9434726887165507,0.9440729106763188,0.9452418977956866,0.9459717231916009,0.9441048999700384,0.9462461633234539,0.9527584444367458,0.9608000333183336,0.9679034431109172,0.9760300664163422,0.9817575353382946,0.980232143727879,0.8854525197241864,0.8807128222291822,0.8748027342989039,0.8694819012078538,0.8658110976178696,0.8634777880543317,0.8613349307953602,0.9213502622056928,0.919198236115703,0.9167118564997601,0.9148781737224432,0.9132031365519538,0.9104376486338728,0.9047880362653672,0.9554909553983384,0.9553938261110922,0.9560581470667204,0.957089145421286,0.9573730477928397,0.9558247817379558,0.9521141406375274
PB_price_f60,0.9484157741245616,0.9439631481963713,0.7588197246231696,-0.8940596980015018,0.9378041073214686,0.9398915056271673,0.9375972485983395,0.8907468321994412,0.9238422886012471,0.955741102146716,0.9368800862834851,0.9341594898429596,0.9312483364055083,0.926006926833808,0.9178005425950034,0.9078118045924887,0.898721495315393,0.8903993999979614,0.9493859613434411,0.9584791690258054,0.9692650249447041,0.977394115718034,0.9864287299409839,0.994907939596628,1.0,0.9436853454734219,0.9410017589449049,0.937281019001295,0.9328936186060222,0.9287492055767668,0.9247549376539456,0.9201124168363656,0.760751794553161,0.7747930121538497,0.7843913999250495,0.7851239652599528,0.7789680309793826,0.7697682107834961,0.7641751945431202,-0.8938700392305057,-0.8923118998256323,-0.8900236473806854,-0.887678581365035,-0.8870501749814886,-0.8883369768261056,-0.8861440918308252,0.9383642646217049,0.9434443736443491,0.9500005889036927,0.9554233865462748,0.9628164181692849,0.971633785590991,0.9795906225430242,0.9400816820840444,0.9415753495819075,0.9438448456745249,0.9431941102202556,0.943706372452153,0.9449059630693921,0.9456734363365649,0.9383368776808554,0.9450636347020475,0.9533591354145362,0.959573080688509,0.9674023926298438,0.9754359700077013,0.9814404232255298,0.8901295898514444,0.8857350591842785,0.8803059995945048,0.8740028488790762,0.8685439729477494,0.8648827437066547,0.8625298543953401,0.9236445624125599,0.921615290285751,0.9188084561010624,0.9162391377727322,0.9146453773090631,0.9130857718721841,0.9101949715461203,0.9556464371639635,0.9550273314313089,0.954951301736895,0.9557658093560091,0.9569416819705288,0.9573278300272035,0.9556371723845041
tegang_zonghe_zhishu_f1,0.9141627028118386,0.9999111971331766,0.6879267566983338,-0.9337535623029998,0.8941400906131868,0.9856119537979025,0.8898663261996219,0.9354627831572377,0.9842835425214024,0.991319845060477,0.8889429264880404,0.8854828729951763,0.8814788162080235,0.8731522922178213,0.862942469846522,0.8516195127430615,0.8405264540556499,0.8298556797356607,0.915137761395601,0.9218373677459796,0.9285298866983934,0.9327521956199333,0.9370258887314966,0.9407131214506045,0.9436853454734219,1.0,0.9983669636166193,0.9954644522736174,0.9924834207160219,0.9892231680434591,0.985940510132573,0.9822689759650229,0.6881889467380478,0.6872184050160332,0.6855383445831026,0.6811129279877525,0.6772240081267162,0.6752690104991567,0.6730117542791192,-0.9342876196176807,-0.938022620000342,-0.9409346481086971,-0.9439413634470797,-0.9460917231226735,-0.9474822773441861,-0.9474925445326523,0.8950877224476805,0.9019551407491078,0.908582079113187,0.9134815927693014,0.9187189774490652,0.923432093000195,0.9278129381334436,0.9863846220183959,0.9900997058347816,0.9925251735858878,0.991909487581827,0.9907479845961712,0.989200709911266,0.9871684441018858,0.890715993506809,0.8966095382341572,0.9031379753903961,0.9077805463979662,0.9128074077199522,0.9176666630689135,0.9224368357386694,0.9354519262483236,0.9348161563444499,0.9333768013616044,0.931759906781977,0.9308902972141105,0.9310014667912329,0.931432351309292,0.9841292521796646,0.9813328998772127,0.976577896760229,0.9717787198468429,0.9672132016823033,0.9623540324703084,0.9564976391660845,0.991446049243397,0.9919053063296139,0.9914154825688178,0.9904034224915833,0.9892842194401755,0.9880625002595059,0.9864271802212413
